Unnamed: 0,name,localidad,latitude,longitude,type,color
786,IED El Libertador Sede C,RAFAEL URIBE URIBE,4.588579,-74.112399,Paradas SITP,#FDF202
787,Estación Parque,TUNJUELITO,4.569343,-74.133462,Paradas SITP,#FDF202
788,Br. Santa Rita Sur Oriental,SAN CRISTOBAL,4.538032,-74.091293,Paradas SITP,#FDF202
789,Villa de los Comuneros,BOSA,4.634751,-74.179222,Paradas SITP,#FDF202
790,Estación NQS - Calle 75,BARRIOS UNIDOS,4.671011,-74.070953,Paradas SITP,#FDF202
791,PINAR DE LOS Álamos II,ENGATIVA,4.69011,-74.109729,Paradas SITP,#FDF202
792,IED Costa Rica,FONTIBON,4.675746,-74.139909,Paradas SITP,#FDF202
793,Gorgonzola,PUENTE ARANDA,4.620629,-74.104669,Paradas SITP,#FDF202
794,Br. Nueva Gloria,SAN CRISTOBAL,4.54018,-74.0912,Paradas SITP,#FDF202
795,Br. Antiguo Country,CHAPINERO,4.670646,-74.056852,Paradas SITP,#FDF202
796,Br. Barrancas Norte,USAQUEN,4.736379,-74.025263,Paradas SITP,#FDF202
797,Br. Santa Helenita,ENGATIVA,4.689315,-74.108263,Paradas SITP,#FDF202
798,Br. La Giralda,FONTIBON,4.677993,-74.142117,Paradas SITP,#FDF202
799,Cementerio del Sur,ANTONIO NARIÑO,4.588626,-74.116989,Paradas SITP,#FDF202
800,Br. Ciudad Jardín Sur,ANTONIO NARIÑO,4.580053,-74.100482,Paradas SITP,#FDF202
801,Br. La Gloria,SAN CRISTOBAL,4.540439,-74.090482,Paradas SITP,#FDF202
802,Br. Los Caobos,USAQUEN,4.729598,-74.045765,Paradas SITP,#FDF202
803,Urb. La Colina Campestre II Sector,SUBA,4.727362,-74.064635,Paradas SITP,#FDF202
804,El Ejido,PUENTE ARANDA,4.624614,-74.101106,Paradas SITP,#FDF202
805,Desarrollo Holanda II Sector,BOSA,4.63165,-74.187765,Paradas SITP,#FDF202
806,IED Francisco de Paula Santander Sede A,ANTONIO NARIÑO,4.588883,-74.111121,Paradas SITP,#FDF202
807,IED San Benito Abad,TUNJUELITO,4.567377,-74.133009,Paradas SITP,#FDF202
808,Pq. Nueva Gloria,SAN CRISTOBAL,4.54038,-74.088003,Paradas SITP,#FDF202
809,Estación Calle 45,CHAPINERO,4.632543,-74.068351,Paradas SITP,#FDF202
810,Br. Las Margaritas I Sector,USAQUEN,4.729756,-74.044768,Paradas SITP,#FDF202
811,Br. Santa Helena,SUBA,4.732344,-74.062893,Paradas SITP,#FDF202
812,Club Los Lagartos,SUBA,4.696918,-74.084424,Paradas SITP,#FDF202
813,Br. Portal del Mortiño,ENGATIVA,4.716895,-74.117447,Paradas SITP,#FDF202
825,Br. Villa Luz,ENGATIVA,4.68607,-74.105413,Paradas SITP,#FDF202
830,Br. Versalles Fontibón,FONTIBON,4.684175,-74.14736,Paradas SITP,#FDF202
831,Br. Ronda,CIUDAD BOLIVAR,4.566748,-74.143425,Paradas SITP,#FDF202
832,Urb. Contador Norte,USAQUEN,4.713793,-74.032454,Paradas SITP,#FDF202
833,Pq. Central Pontevedra,SUBA,4.697874,-74.082112,Paradas SITP,#FDF202
834,Estación Ciudad Universitaria,TEUSAQUILLO,4.629676,-74.083804,Paradas SITP,#FDF202
835,Br. El Regalo II Sector,BOSA,4.629867,-74.192365,Paradas SITP,#FDF202
836,Br. Alquería La Fragua,KENNEDY,4.599147,-74.135759,Paradas SITP,#FDF202
837,Br. Country Comodoro,USAQUEN,4.71146,-74.032825,Paradas SITP,#FDF202
838,Urb. La Riviera Norte,SUBA,4.735164,-74.051552,Paradas SITP,#FDF202
839,Br. Villa Elisa,SUBA,4.731012,-74.086991,Paradas SITP,#FDF202
840,Br. Bolivia Occidental,ENGATIVA,4.715233,-74.116301,Paradas SITP,#FDF202
841,Parroquia Jesús Amor Misericordioso,KENNEDY,4.638914,-74.141463,Paradas SITP,#FDF202
842,Br. Trebolis El Porvenir,BOSA,4.639896,-74.184099,Paradas SITP,#FDF202
848,Centro Comercial Mazurén,SUBA,4.734664,-74.049898,Paradas SITP,#FDF202
851,Estación Suba - Tv.  91,SUBA,4.737095,-74.084937,Paradas SITP,#FDF202
854,Pq. Acevedo Tejada,TEUSAQUILLO,4.630993,-74.081364,Paradas SITP,#FDF202
855,Br. Osorio X,BOSA,4.639855,-74.183993,Paradas SITP,#FDF202
856,Br. La Hortúa,ANTONIO NARIÑO,4.59067,-74.087249,Paradas SITP,#FDF202
857,Br. Santa Isabel Sur,LOS MARTIRES,4.59657,-74.104584,Paradas SITP,#FDF202
858,Urbanización Nueva Autopista,USAQUEN,4.72295,-74.045258,Paradas SITP,#FDF202
859,Portal del Norte,SUBA,4.755493,-74.046341,Paradas SITP,#FDF202
861,Br. Normandía Occidental,ENGATIVA,4.674482,-74.108941,Paradas SITP,#FDF202
862,C.C. Baleares,FONTIBON,4.66464,-74.12898,Paradas SITP,#FDF202
863,Br. Parcela El Porvenir,BOSA,4.638732,-74.186409,Paradas SITP,#FDF202
865,Br. El Tejar,PUENTE ARANDA,4.606535,-74.130427,Paradas SITP,#FDF202
866,Br. Venecia Occidental,TUNJUELITO,4.587655,-74.144439,Paradas SITP,#FDF202
870,Br.  San Francisco I Sector,CIUDAD BOLIVAR,4.563777,-74.142458,Paradas SITP,#FDF202
872,Concejo De Bogotá,TEUSAQUILLO,4.624454,-74.077539,Paradas SITP,#FDF202
873,Parque Contador,USAQUEN,4.722167,-74.043414,Paradas SITP,#FDF202
874,Br. Nueva Zelandia,SUBA,4.757826,-74.045917,Paradas SITP,#FDF202
875,Br. El Tintal Central,FONTIBON,4.668971,-74.13382,Paradas SITP,#FDF202
876,Br.  Las Acacias,CIUDAD BOLIVAR,4.563853,-74.1424,Paradas SITP,#FDF202
877,Br. Tenerife II Sector,USME,4.510178,-74.119227,Paradas SITP,#FDF202
878,INPEC,TEUSAQUILLO,4.624325,-74.07762,Paradas SITP,#FDF202
879,Agrupación el Palomar,USAQUEN,4.721051,-74.0404,Paradas SITP,#FDF202
880,C. C.  Santafé,SUBA,4.76441,-74.044702,Paradas SITP,#FDF202
881,Villa Amalia,ENGATIVA,4.712317,-74.12593,Paradas SITP,#FDF202
882,Servisalud Capellanía,FONTIBON,4.668952,-74.134421,Paradas SITP,#FDF202
886,Estación CAD,PUENTE ARANDA,4.624574,-74.083632,Paradas SITP,#FDF202
887,Hogar hospitalario San José (Br. Carvajal),KENNEDY,4.613409,-74.140488,Paradas SITP,#FDF202
888,Br. Marichuela,USME,4.510431,-74.118585,Paradas SITP,#FDF202
889,Br. La Gloria Oriental,SAN CRISTOBAL,4.54643,-74.09185,Paradas SITP,#FDF202
890,Br. Carvajal,KENNEDY,4.612989,-74.140546,Paradas SITP,#FDF202
891,CONACED,TEUSAQUILLO,4.624181,-74.075948,Paradas SITP,#FDF202
892,urbanización Cedritos,USAQUEN,4.721149,-74.040954,Paradas SITP,#FDF202
893,Br. Portales del Norte,BOSA,4.749619,-74.059239,Paradas SITP,#FDF202
894,Br. La Gaitana,SUBA,4.744784,-74.108885,Paradas SITP,#FDF202
895,Cl 72 C,ENGATIVA,4.712641,-74.125869,Paradas SITP,#FDF202
896,Br. Atahualpa,FONTIBON,4.680063,-74.144441,Paradas SITP,#FDF202
897,Usme Rural,USME,4.468373,-74.128385,Paradas SITP,#FDF202
900,Urbanización La Victoria,TEUSAQUILLO,4.623972,-74.075606,Paradas SITP,#FDF202
901,Centro Comercial Futuro 140,USAQUEN,4.719037,-74.035613,Paradas SITP,#FDF202
902,Urb. La Colina Campestre V Sector,SUBA,4.72336,-74.06663,Paradas SITP,#FDF202
903,Br. La Toscana,SUBA,4.743084,-74.111397,Paradas SITP,#FDF202
905,Salón Comunal La Perla,ENGATIVA,4.713726,-74.126343,Paradas SITP,#FDF202
907,Br. Techo,KENNEDY,4.626118,-74.146941,Paradas SITP,#FDF202
908,Br. Nueva York,KENNEDY,4.605248,-74.142247,Paradas SITP,#FDF202
909,Colegio San José de Cafasso (Br. Fátima),TUNJUELITO,4.585344,-74.134817,Paradas SITP,#FDF202
911,Br. La Fiscala,CIUDAD BOLIVAR,4.53227,-74.127532,Paradas SITP,#FDF202
912,Br. Teusaquillo,TEUSAQUILLO,4.622984,-74.070052,Paradas SITP,#FDF202
913,Clínica Norte,USAQUEN,4.71996,-74.038071,Paradas SITP,#FDF202
916,Auto Norte,SUBA,4.707334,-74.056043,Paradas SITP,#FDF202
917,KR 111C,ENGATIVA,4.713671,-74.126176,Paradas SITP,#FDF202
918,Br. Mandalay,KENNEDY,4.630636,-74.143102,Paradas SITP,#FDF202
920,Parroquia San Andrés,KENNEDY,4.598119,-74.144867,Paradas SITP,#FDF202
921,Br. Balmoral,CIUDAD BOLIVAR,4.590689,-74.161556,Paradas SITP,#FDF202
922,Cementerio Parque Serafín,CIUDAD BOLIVAR,4.532465,-74.127059,Paradas SITP,#FDF202
923,Usme Centro,USME,4.46954,-74.126963,Paradas SITP,#FDF202
924,Plaza 20 de Julio,SAN CRISTOBAL,4.570923,-74.093069,Paradas SITP,#FDF202
925,Br. Samper,SANTA FE,4.622268,-74.068806,Paradas SITP,#FDF202
926,Agrupación Verbenal,USAQUEN,4.717526,-74.031985,Paradas SITP,#FDF202
927,Br. Estoril,SUBA,4.687826,-74.060154,Paradas SITP,#FDF202
928,CED La Toscana,SUBA,4.743637,-74.11423,Paradas SITP,#FDF202
929,Br. Ferrocaja,FONTIBON,4.679664,-74.133364,Paradas SITP,#FDF202
936,Avenida Alsacia,KENNEDY,4.643928,-74.133068,Paradas SITP,#FDF202
937,Br. San Jorge Central,PUENTE ARANDA,4.597207,-74.11456,Paradas SITP,#FDF202
938,Br. San Vicente Ferrer,TUNJUELITO,4.581413,-74.142512,Paradas SITP,#FDF202
939,Centro Usme,USME,4.469735,-74.126339,Paradas SITP,#FDF202
940,Centro Comercial Bazar 20 de Julio,SAN CRISTOBAL,4.558616,-74.09864,Paradas SITP,#FDF202
941,Centro de Negocios Chicó Plaza,CHAPINERO,4.683708,-74.048381,Paradas SITP,#FDF202
943,Cl 74B,ENGATIVA,4.715099,-74.125204,Paradas SITP,#FDF202
945,AC 13,PUENTE ARANDA,4.63679,-74.118615,Paradas SITP,#FDF202
946,Río Fucha,PUENTE ARANDA,4.599467,-74.117116,Paradas SITP,#FDF202
948,Plaza Central de Usme,USME,4.471656,-74.124188,Paradas SITP,#FDF202
949,Br. Calima,SAN CRISTOBAL,4.57359,-74.093766,Paradas SITP,#FDF202
952,Sede Comunal 11 de Noviembre,BARRIOS UNIDOS,4.666477,-74.071577,Paradas SITP,#FDF202
953,Centro Comercial Palatino,USAQUEN,4.716482,-74.029794,Paradas SITP,#FDF202
954,Pq. Empresarial El Dorado,ENGATIVA,4.688084,-74.119154,Paradas SITP,#FDF202
955,Br. Villa Mayor Antigua,ANTONIO NARIÑO,4.593648,-74.122904,Paradas SITP,#FDF202
956,Br. La Alameda,SANTA FE,4.609007,-74.074573,Paradas SITP,#FDF202
957,Santa Teresa,USAQUEN,4.741354,-74.023762,Paradas SITP,#FDF202
958,CAI Villas de Granada,ENGATIVA,4.717269,-74.122542,Paradas SITP,#FDF202
959,Urbanización Brisas,FONTIBON,4.696974,-74.155783,Paradas SITP,#FDF202
960,Colegio Nicolás Esguerra,KENNEDY,4.630889,-74.12181,Paradas SITP,#FDF202
961,Br. Brasil II Sector,BOSA,4.631641,-74.178819,Paradas SITP,#FDF202
962,Br. Tejar,PUENTE ARANDA,4.606833,-74.126811,Paradas SITP,#FDF202
966,Calle 50 Sur,TUNJUELITO,4.578926,-74.13453,Paradas SITP,#FDF202
967,San Cristóbal Norte 2,USAQUEN,4.741131,-74.023057,Paradas SITP,#FDF202
968,Br. Brisas Aldea Fontibón,FONTIBON,4.696896,-74.155727,Paradas SITP,#FDF202
969,Avenida Américas,KENNEDY,4.627215,-74.123327,Paradas SITP,#FDF202
971,Br. Provivienda,KENNEDY,4.61308,-74.134833,Paradas SITP,#FDF202
972,Colegio Marco Fidel Suarez,TUNJUELITO,4.577918,-74.137623,Paradas SITP,#FDF202
973,Centro Usme - La Esperanza,USME,4.473036,-74.122475,Paradas SITP,#FDF202
975,Hsp San Blas,SAN CRISTOBAL,4.57031,-74.083428,Paradas SITP,#FDF202
976,AV. Américas,KENNEDY,4.627729,-74.123138,Paradas SITP,#FDF202
977,Br. Chapinero Central,CHAPINERO,4.644222,-74.064463,Paradas SITP,#FDF202
979,Br Granada Norte,BOSA,4.752178,-74.050116,Paradas SITP,#FDF202
981,Tuna Baja III y IIIA,SUBA,4.755269,-74.092807,Paradas SITP,#FDF202
982,Parque Industrial de Occidente,FONTIBON,4.695651,-74.157793,Paradas SITP,#FDF202
983,Br. La Igualdad,KENNEDY,4.622097,-74.125185,Paradas SITP,#FDF202
984,Br. El Porvenir Parcela 33,BOSA,4.630982,-74.180314,Paradas SITP,#FDF202
985,Floralia,KENNEDY,4.610604,-74.131423,Paradas SITP,#FDF202
987,Br. Centro Usme,USME,4.476739,-74.122414,Paradas SITP,#FDF202
988,IED Manuelita Sáenz,SAN CRISTOBAL,4.570263,-74.084094,Paradas SITP,#FDF202
989,Gimnasio Campestre,USAQUEN,4.741702,-74.026026,Paradas SITP,#FDF202
990,Club Campestre Cafam,SUBA,4.791159,-74.040197,Paradas SITP,#FDF202
991,Desarrollo Los Monarcas,SUBA,4.757559,-74.092129,Paradas SITP,#FDF202
993,Carrera 112C,ENGATIVA,4.719946,-74.121731,Paradas SITP,#FDF202
994,Desarrollo Brasilia I Sector,BOSA,4.630391,-74.181438,Paradas SITP,#FDF202
995,Carvajal,KENNEDY,4.615172,-74.136577,Paradas SITP,#FDF202
997,Br. Santa Viviana,CIUDAD BOLIVAR,4.576964,-74.17643,Paradas SITP,#FDF202
998,Central de mezclas,CIUDAD BOLIVAR,4.546874,-74.136649,Paradas SITP,#FDF202
999,Br. Centro Usme Urbano,USME,4.476557,-74.122323,Paradas SITP,#FDF202
1000,Br. Concepción Norte,BARRIOS UNIDOS,4.659398,-74.063754,Paradas SITP,#FDF202
1001,Urb. Tejares del Norte,SUBA,4.762105,-74.048409,Paradas SITP,#FDF202
1002,Desarrollo Villa Esperanza,SUBA,4.757649,-74.092016,Paradas SITP,#FDF202
1003,Br. Villas de Granada,ENGATIVA,4.719809,-74.12126,Paradas SITP,#FDF202
1005,Avenida Calle 3,PUENTE ARANDA,4.624807,-74.123909,Paradas SITP,#FDF202
1006,Br. Holanda I Sector,BOSA,4.628235,-74.186255,Paradas SITP,#FDF202
1008,Salón Comunal Restrepo,ANTONIO NARIÑO,4.59361,-74.104315,Paradas SITP,#FDF202
1009,Cementerio Jardines del Recuerdo,SUBA,4.776809,-74.042618,Paradas SITP,#FDF202
1010,Clínica Juan N. Corpas,SUBA,4.761,-74.092319,Paradas SITP,#FDF202
1012,Estación U. Nacional,TEUSAQUILLO,4.634799,-74.079762,Paradas SITP,#FDF202
1014,IED Antonio Van Uden Sede B,FONTIBON,4.692999,-74.161541,Paradas SITP,#FDF202
1015,Br. Class,KENNEDY,4.612244,-74.177368,Paradas SITP,#FDF202
1016,Br. La Unión Divino Niño,CIUDAD BOLIVAR,4.575419,-74.17072,Paradas SITP,#FDF202
1017,Br. La Requilina,USME,4.479751,-74.12119,Paradas SITP,#FDF202
1018,Br. Sociego,SAN CRISTOBAL,4.573872,-74.092511,Paradas SITP,#FDF202
1019,Iglesia Divino Salvador,TEUSAQUILLO,4.645568,-74.068428,Paradas SITP,#FDF202
1020,Club Campestre el Rancho,SUBA,4.772377,-74.043375,Paradas SITP,#FDF202
1021,Estación EL Campín,TEUSAQUILLO,4.644856,-74.079172,Paradas SITP,#FDF202
1022,Br. Ciudad Salitre Nororiental,TEUSAQUILLO,4.646826,-74.100996,Paradas SITP,#FDF202
1023,Desarrollo Villa Colombia II Sector,BOSA,4.627032,-74.189039,Paradas SITP,#FDF202
1024,Urb. Clarelandia del Sur,BOSA,4.610149,-74.179765,Paradas SITP,#FDF202
1025,Fundación Baruc,CIUDAD BOLIVAR,4.575414,-74.170476,Paradas SITP,#FDF202
1028,Campo deportivo el Centenario,RAFAEL URIBE URIBE,4.584818,-74.105689,Paradas SITP,#FDF202
1029,El pedregal-La Lira,USME,4.48321,-74.120762,Paradas SITP,#FDF202
1030,Carrera 6,SAN CRISTOBAL,4.573066,-74.092165,Paradas SITP,#FDF202
1031,C.C. Bazar 20 de Julio,SAN CRISTOBAL,4.573342,-74.092385,Paradas SITP,#FDF202
1033,Calle 51 (Br. Quesada),TEUSAQUILLO,4.638671,-74.069655,Paradas SITP,#FDF202
1034,Carrera 16A,USAQUEN,4.742394,-74.038557,Paradas SITP,#FDF202
1035,Escuela Colombiana de Ingeniería,SUBA,4.783711,-74.0415,Paradas SITP,#FDF202
1036,Br. Potrerillo,SUBA,4.737617,-74.099501,Paradas SITP,#FDF202
1037,C.C. Metrópolis,BARRIOS UNIDOS,4.681091,-74.082309,Paradas SITP,#FDF202
1038,Estación Simón Bolívar,BARRIOS UNIDOS,4.658333,-74.078067,Paradas SITP,#FDF202
1040,Br. Danubio II y III Sector,BOSA,4.62685,-74.189296,Paradas SITP,#FDF202
1047,Hsp. Occidente de Kennedy,KENNEDY,4.616877,-74.153301,Paradas SITP,#FDF202
1049,Carrera  5A,SAN CRISTOBAL,4.572018,-74.090778,Paradas SITP,#FDF202
1050,Br. Quesada,TEUSAQUILLO,4.638265,-74.069733,Paradas SITP,#FDF202
1051,Parque Comercial Bima,SUBA,4.806507,-74.037711,Paradas SITP,#FDF202
1052,Br. Puerta de Teja,FONTIBON,4.683949,-74.12531,Paradas SITP,#FDF202
1053,Cooperativa de Sub-Oficiales,KENNEDY,4.636478,-74.136735,Paradas SITP,#FDF202
1057,Br. La Magnolia II,BOSA,4.626246,-74.19107,Paradas SITP,#FDF202
1058,KR 9,CHAPINERO,4.657332,-74.055968,Paradas SITP,#FDF202
1059,Uniagraria,SUBA,4.752843,-74.051068,Paradas SITP,#FDF202
1064,Turingia II,SUBA,4.751176,-74.093673,Paradas SITP,#FDF202
1065,Éxito Calle 80,ENGATIVA,4.683171,-74.080286,Paradas SITP,#FDF202
1066,Pq. Empresarial Normandía,ENGATIVA,4.679548,-74.1093,Paradas SITP,#FDF202
1067,Desarrollo La Magnolia II,BOSA,4.626144,-74.19112,Paradas SITP,#FDF202
1068,Alcaldía Local San Cristóbal,SAN CRISTOBAL,4.569386,-74.086834,Paradas SITP,#FDF202
1069,Gimnasio Moderno,CHAPINERO,4.660298,-74.054005,Paradas SITP,#FDF202
1071,Br. Pinos de Lombardía,SUBA,4.755057,-74.09674,Paradas SITP,#FDF202
1072,Makro Calle 80,ENGATIVA,4.696265,-74.087027,Paradas SITP,#FDF202
1073,Industria Nacional de Gaseosas,FONTIBON,4.681134,-74.127345,Paradas SITP,#FDF202
1074,CADE Kennedy,KENNEDY,4.623301,-74.153891,Paradas SITP,#FDF202
1075,Estación de Bomberos del Sur,ANTONIO NARIÑO,4.590007,-74.10809,Paradas SITP,#FDF202
1076,Villa Anita Usme,USME,4.490894,-74.119134,Paradas SITP,#FDF202
1078,Alcaldía Local de San Cristóbal,SAN CRISTOBAL,4.569906,-74.087307,Paradas SITP,#FDF202
1080,Br. Villa Anita Usme,USME,4.492578,-74.118834,Paradas SITP,#FDF202
1083,IV Estación de Policía San Cristóbal,SAN CRISTOBAL,4.569615,-74.086849,Paradas SITP,#FDF202
1084,Br. El Nogal,CHAPINERO,4.662252,-74.05273,Paradas SITP,#FDF202
1085,Instituto Educación y Vida,SUBA,4.750984,-74.085089,Paradas SITP,#FDF202
1086,Br. Ciudad Kennedy Supermanzana 7,KENNEDY,4.622961,-74.150107,Paradas SITP,#FDF202
1087,Br. Barlovento,CIUDAD BOLIVAR,4.589638,-74.167723,Paradas SITP,#FDF202
1088,Br. Santiago Pérez,RAFAEL URIBE URIBE,4.588192,-74.108357,Paradas SITP,#FDF202
1089,Br. Villa Diana,USME,4.501509,-74.086236,Paradas SITP,#FDF202
1090,Calle 35A Sur (Br. Ciudad Kennedy Supermanzana 7),KENNEDY,4.623588,-74.14954,Paradas SITP,#FDF202
1094,CAI Samper Mendoza,LOS MARTIRES,4.618164,-74.07825,Paradas SITP,#FDF202
1095,IED Tabora Sede B,ENGATIVA,4.689984,-74.093366,Paradas SITP,#FDF202
1097,CAN,TEUSAQUILLO,4.649671,-74.094945,Paradas SITP,#FDF202
1098,Urb. Villas del Pinar,FONTIBON,4.673265,-74.126222,Paradas SITP,#FDF202
1099,Avenida Fucha,PUENTE ARANDA,4.608006,-74.118172,Paradas SITP,#FDF202
1100,Bosque El Limonar,USME,4.494659,-74.118668,Paradas SITP,#FDF202
1101,Br. Tihuaque,USME,4.501306,-74.086037,Paradas SITP,#FDF202
1102,Éxito Colina,SUBA,4.73334,-74.066951,Paradas SITP,#FDF202
1103,Avenida Chile,ENGATIVA,4.687571,-74.09504,Paradas SITP,#FDF202
1104,Primavera Norte,PUENTE ARANDA,4.619322,-74.106254,Paradas SITP,#FDF202
1106,CRAC,PUENTE ARANDA,4.599109,-74.107966,Paradas SITP,#FDF202
1109,Centro Médico Cruz Blanca,ANTONIO NARIÑO,4.585365,-74.105745,Paradas SITP,#FDF202
1110,Cl 82 S,USME,4.505271,-74.088515,Paradas SITP,#FDF202
1111,Br. Japón,SUBA,4.720919,-74.093859,Paradas SITP,#FDF202
1112,Br. Santa Fe,LOS MARTIRES,4.61352,-74.075318,Paradas SITP,#FDF202
1114,Br. Casablanca,SUBA,4.740514,-74.065288,Paradas SITP,#FDF202
1115,Conjunto Residencial Florencia,ENGATIVA,4.700333,-74.103255,Paradas SITP,#FDF202
1116,Br. Franco,FONTIBON,4.647038,-74.124807,Paradas SITP,#FDF202
1117,Br. Santa Isabel Occidental,PUENTE ARANDA,4.601179,-74.103605,Paradas SITP,#FDF202
1118,Br. Sierra Morena III Sector,CIUDAD BOLIVAR,4.577236,-74.169032,Paradas SITP,#FDF202
1120,Br. San Pedro S,USME,4.505188,-74.088219,Paradas SITP,#FDF202
1121,C.C. Terraza Pasteur,SANTA FE,4.609356,-74.069147,Paradas SITP,#FDF202
1122,Br. Los Cedros,USAQUEN,4.72666,-74.041483,Paradas SITP,#FDF202
1125,El Rincón Norte,SUBA,4.728094,-74.090038,Paradas SITP,#FDF202
1126,Unidad Médica Emaús Hospital Engativá,ENGATIVA,4.714537,-74.141993,Paradas SITP,#FDF202
1128,San Andresito de la 38,PUENTE ARANDA,4.613237,-74.104085,Paradas SITP,#FDF202
1132,IED OEA Sede B,KENNEDY,4.609373,-74.141095,Paradas SITP,#FDF202
1133,Br. Sierra Morena Tv 73H,CIUDAD BOLIVAR,4.579078,-74.169948,Paradas SITP,#FDF202
1134,Br. Brazuelos,USME,4.498265,-74.118084,Paradas SITP,#FDF202
1135,Br. El Rincón Norte,SUBA,4.728298,-74.090394,Paradas SITP,#FDF202
1136,Estación Calle 22,SANTA FE,4.612081,-74.073743,Paradas SITP,#FDF202
1138,Br. Acacias Usaquén,USAQUEN,4.726692,-74.041014,Paradas SITP,#FDF202
1140,Calle 63,TEUSAQUILLO,4.652113,-74.078693,Paradas SITP,#FDF202
1143,Pl. Fundacional  Fontibón,FONTIBON,4.673691,-74.143474,Paradas SITP,#FDF202
1144,Calle 40 Sur,KENNEDY,4.601937,-74.143508,Paradas SITP,#FDF202
1145,Br. Sierra Morena  Tv  73J,CIUDAD BOLIVAR,4.57923,-74.16997,Paradas SITP,#FDF202
1146,Br. La Fraguita,ANTONIO NARIÑO,4.594821,-74.10076,Paradas SITP,#FDF202
1147,Br. Las Nieves,SANTA FE,4.608127,-74.067189,Paradas SITP,#FDF202
1148,Cantón Norte,CHAPINERO,4.683416,-74.036267,Paradas SITP,#FDF202
1149,Br. Altos de Chozica,SUBA,4.734107,-74.08566,Paradas SITP,#FDF202
1151,Br. Tabora,ENGATIVA,4.693143,-74.102327,Paradas SITP,#FDF202
1154,Instituto Geográfico Agustín Codazzi IGAC,TEUSAQUILLO,4.638439,-74.079543,Paradas SITP,#FDF202
1155,La Cabaña,FONTIBON,4.678086,-74.13953,Paradas SITP,#FDF202
1156,Br. Liliana,USME,4.506707,-74.088728,Paradas SITP,#FDF202
1158,Colegio Salesiano León XIII,CANDELARIA,4.594985,-74.074765,Paradas SITP,#FDF202
1159,Calle 146,USAQUEN,4.723512,-74.032197,Paradas SITP,#FDF202
1160,Urbanización Granada,SUBA,4.72452,-74.06747,Paradas SITP,#FDF202
1163,Rubén Vallejo,FONTIBON,4.681245,-74.134502,Paradas SITP,#FDF202
1164,Br. Alquería La Fragua Cl 34 S,KENNEDY,4.605394,-74.131551,Paradas SITP,#FDF202
1167,Salón Comunal San Juan Bautista,USME,4.516131,-74.11918,Paradas SITP,#FDF202
1170,Urb. Compartir,USME,4.506668,-74.088632,Paradas SITP,#FDF202
1172,Biblioteca Luis Angel Arango,CANDELARIA,4.597259,-74.073442,Paradas SITP,#FDF202
1173,Pq. Cedro Madeira,USAQUEN,4.727102,-74.032101,Paradas SITP,#FDF202
1175,Br. Colina Campestre I Sector,SUBA,4.723452,-74.064721,Paradas SITP,#FDF202
1176,AC 26,ENGATIVA,4.655365,-74.102315,Paradas SITP,#FDF202
1179,Br. Veracruz Sector II,FONTIBON,4.687176,-74.129763,Paradas SITP,#FDF202
1182,Br. Pensilvania,PUENTE ARANDA,4.608768,-74.100271,Paradas SITP,#FDF202
1186,Br. Ismael Perdomo,CIUDAD BOLIVAR,4.582272,-74.169506,Paradas SITP,#FDF202
1189,Br. Doña Liliana,USME,4.510991,-74.092086,Paradas SITP,#FDF202
1191,AV. CL 26,ENGATIVA,4.655911,-74.101803,Paradas SITP,#FDF202
1192,AK 15,CHAPINERO,4.679147,-74.049721,Paradas SITP,#FDF202
1193,Calle 142,USAQUEN,4.724606,-74.046225,Paradas SITP,#FDF202
1194,Urb. Colina Norte II,SUBA,4.723674,-74.064774,Paradas SITP,#FDF202
1195,Br. Compartir Suba,SUBA,4.755827,-74.103672,Paradas SITP,#FDF202
1196,Br. Salitre Greco,TEUSAQUILLO,4.656562,-74.100823,Paradas SITP,#FDF202
1197,Br. Ciudad Kennedy Oriental,KENNEDY,4.619637,-74.141968,Paradas SITP,#FDF202
1198,CL 58 Sur,BOSA,4.619043,-74.184467,Paradas SITP,#FDF202
1203,IED Ciudad de Bogotá Sede B,TUNJUELITO,4.577354,-74.140822,Paradas SITP,#FDF202
1204,Br. Salitre - El Greco,TEUSAQUILLO,4.656207,-74.101071,Paradas SITP,#FDF202
1205,Salitre Greco,TEUSAQUILLO,4.655943,-74.101302,Paradas SITP,#FDF202
1206,C.C. Las Rampas,BARRIOS UNIDOS,4.658608,-74.069805,Paradas SITP,#FDF202
1209,Calle 150,USAQUEN,4.732175,-74.04495,Paradas SITP,#FDF202
1210,Br. Prado Veraniego Norte - La Hacienda,SUBA,4.722569,-74.062658,Paradas SITP,#FDF202
1211,CAI Las Ferias,ENGATIVA,4.68208,-74.089695,Paradas SITP,#FDF202
1212,Compensar,ENGATIVA,4.659522,-74.099038,Paradas SITP,#FDF202
1213,IED Kennedy,KENNEDY,4.620136,-74.141941,Paradas SITP,#FDF202
1215,Pq la Aurora,USME,4.520008,-74.121156,Paradas SITP,#FDF202
1216,Br. Juan XXIII,BARRIOS UNIDOS,4.667838,-74.063871,Paradas SITP,#FDF202
1220,Br. La Sultana,SUBA,4.720215,-74.059109,Paradas SITP,#FDF202
1221,Urbanización Camino Verde,SUBA,4.757291,-74.101702,Paradas SITP,#FDF202
1223,Br. Las Ferias,ENGATIVA,4.680344,-74.08811,Paradas SITP,#FDF202
